caption,is_event
"🚀 The Future is Calling — Will You Build It?

BwAI is touching down at UPM — and it’s bigger, bolder, and brainier than ever! 💥
From Gemini to Gemma, Google AI Studio to Vertex AI, we’re unlocking the next generation of AI innovation — and you’re invited.
🧠 Learn by doing.
🛠️ Build with cutting-edge tools.
🚀 Create real-world impact.

Whether you’re an AI rookie or a machine learning maverick, BwAI 2025 is your launchpad.
✨ What will YOU build with AI? Tell us below! 👇
#BuildWithAI2025 #GDGUPM #GDGMMU #AI #Google",1
"📣EARLY BIRD REGISTRATION for BUILD WITH AI UPM is now LIVE NOW IN BEVY PAGE! 📣

👾One full day of hands-on AI, Google Tech & Dev Magic!
🎟 Grab your tickets now, before it’s gone🫨

Event Details:
🗓 24 May 2025 
🕘 9 AM – 5 PM
📍 UPM, Serdang

#BuildWithAI2025 #GDGUPM #GDGMMU #AI #Google",1
"Join the squad that makes it count — literally!
Scan for more info and start your Treasurer journey now.
#LeadershipStartsHere #TreasurerVibes #MMUFam",0
"Come hungry, leave happy!
We’ve got you covered with breakfast and lunch included. All you need to bring is your best smile.
See you on 4th May — let’s make memories together!#MMUWelcomeDay #FoodIncluded #StudentLife #CampusEats #MakingMemories #4thMay #ISSMMU",1
"MMUCF is going to have Boy Girl Relationship (BGR) session next week! 💕

If you have any questions about relationship, friendships, dating and singlehood. Feel free to drop your questions into the google form and we will address them this coming gathering! Hope to see you there!",1
"What a night!!
Huge thanks to our FES staff for cooking up such legendary games and meaningful lessons. And not forgetting YOU 🫵 — thank you for showing up and joining the fun with us!

Let’s keep the spirit burning bright, and don’t miss our BGR Talk next week!
#mmucs #campuslife",0
"Here’s a lil recap of our recent event!!! Thank you for turning up❤️‍🔥
Join us next Tuesday at FOE 1023 for another round of fellowships and funs

see you there! 🫵",0
"Let’s build something amazing together!
We’re looking for passionate people to join as Treasurer — is that you?
#BuildWithUs #TreasurerWanted #MMUFuture",0
"okay but this lineup? LIT🔥🔥 They’re gonna eat the stage up and rock the night🤟🏻🤟🏻 You don’t wanna miss this. 
#kcccyber #kbam25 #mmucyberjaya",0
"This time, MMUCS is bringing you a whole new level of fun! 🔥

Get ready for an epic night packed with games prepared by our lovely FES staff! From heartwarming bonding moments ❤‍🔥 to thrilling activities, and get set for an unforgettable night. 💫

📅 Date: 29th April (Tuesday)
🕐 Time: 7:30 PM
📍 Location: FAIE (FOE), CLBR 1023, level G",1
"To ensure everyones safety, we need to limit the stuff u bring inside the venue🙏🏻 keep it clean, keep it cool guys😜. SEE U THEREE!
#kbam25 #kcccyber #mmucyberjaya",0
"have you choose your outfit yet?? KBAM is around the corner so, JOM!! see you on 8th May👩🏻‍🎤👨🏻‍🎤
 #kcccyber #kbam25 #mmucyberjaya",0
"Your seat at KBAM is just a scan away!
Register now and join us for a night filled with music and us🕺🏻 We’ll be waiting and missing you!👀 #kbam25",0
"It’s official KBAM is happening!👩🏻‍🎤👨🏻‍🎤
Spend your night with us and vibing together! see you on May 8!! 🤟🏻 #kbam25",1
"🎉 Tahniah Ahli Jawatankuasa Baharu 🎉

Tahniah diucapkan kepada barisan Ahli Jawatankuasa Baharu Sekretariat Rakan Muda MMU Cyberjaya yang telah dipilih! 

🌟 Kami yakin anda semua akan membawa organisasi ini ke tahap yang lebih tinggi dengan semangat dan dedikasi yang luar biasa. 💪✨
Terima kasih juga kepada semua yang hadir dan menjayakan Majlis Perhimpunan Agung yang berlangsung dengan penuh meriah dan berjaya! 🎭🍽

Semoga kita terus melangkah bersama untuk mencipta lebih banyak momen bermakna dan memberi impak positif kepada komuniti kita. 💖

#yakinboleh #RakanMudaMMUCyberjaya #PerhimpunanAgung #BersamaMelangkahMaju #YouthEmpowerment",0
"🎮📱 Game Jam FAQ 🕹️💻

Want to know more about the game jam? We’ve got you covered! 😊 Here are the answers to a few questions you might have!

Stuck or have more questions that weren't answered here? Slide into our DMs or drop a comment down below—we’re happy to help! 💬✨",0
"🎉 Tahniah Ahli Jawatankuasa Baharu 🎉

Tahniah diucapkan kepada barisan Ahli Jawatankuasa Baharu Sekretariat Rakan Muda MMU Cyberjaya yang telah dipilih! 

🌟 Kami yakin anda semua akan membawa organisasi ini ke tahap yang lebih tinggi dengan semangat dan dedikasi yang luar biasa. 💪✨

Terima kasih juga kepada semua yang hadir dan menjayakan Majlis Perhimpunan Agung yang berlangsung dengan penuh meriah dan berjaya! 🎭🍽

Semoga kita terus melangkah bersama untuk mencipta lebih banyak momen bermakna dan memberi impak positif kepada komuniti kita. 💖
#YakinBoleh #RakanMudaMMUCyberjaya #PerhimpunanAgung #BersamaMelangkahMaju #YouthEmpowerment",0
"✨ SRM Santai Raya: Strengthening Bonds, Sharing Joy! ✨

On the beautiful evening of 24 April 2025, Sekretariat Rakan Muda MMU Cyberjaya came together at Lakeside Cyberjaya to celebrate the festive spirit of Hari Raya in true SRM style. 🎉 The night was filled with warmth, laughter, and meaningful moments as we gathered for an unforgettable celebration with our HiCom SRM family.

From exciting lucky draws to thoughtful gift exchanges, every moment was a reminder of the strong bonds we share and the joy of being surrounded by friends who feel like family. 🌙✨ The picturesque lakeside setting, vibrant atmosphere, and heartfelt conversations made it a night to remember, strengthening our connections while creating memories that will last a lifetime.

Thank you to everyone who made this event so special! Here’s to more cherished moments, festive gatherings, and growing together as one big family. 💛
#yakinboleh #srmsantairaya #beliaterusmaju",0
"🏆🎮 Game Jam Prize Pool 💰🔥

Ready to compete for first place? Here’s what’s up for grabs:

🥇 1st Place: RM1000 
🥈 2nd Place: RM800 
🥉 3rd Place: RM500

Sharpen your skills, bring your A-game, and show us what you've got! 💻✨",1
"CSRW is a wrap 🎉!! Thank yous all around to everyone who visited our booth and participated in the activities. 

To offer a quick recap of the event: check out these wonderful pictures 📸 taken by our fabulous 🥰 media team!

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia",0
"CSRW was awesome 🤩! A huge thank you to all those who visited our booth and brought their amazing energy to share with us all 🥰. Courtesy of our amazing media team, we have some pictures 📸 of the event to share with you all! ✨

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia",0
"🕹️😉GDC Event Teaser😮🎮

Hello everyone, we have a very special event coming up in May that we're sure that you will enjoy. Keep your eyes peeled for tomorrow👀",0
"🙂‍↔ Be better guys... Join our club TODAY!! 🤗 ❤️

#mmusuperheroes #mmucyberjaya #csrw #2025",0
"Psst… something tiny but full of joy is hiding in the forest 🌲✨
What’s inside the Tiny Joys Pack??

Keychains ⛓️ Mugs☕ And many more 👛🧸🧦!!
Visit our booth at CLC-28 (in front of MPH) on 15th April to grab these wonderful packs! 🙌🏼✨

#mmusuperheroes #TinyJoysPack #MysteryInTheWoods #WhatWillYouGet #2025 #mmucyberjaya",1
"🎤 Calling All Media Partners for Build with AI UPM 2025!

Are you a content creator, tech blogger, student journalist, or digital media platform? 🎥📰
Join us as a Media Partner and be part of an event that’s shaping the future with Google’s latest AI tools like Gemini, Google AI Studio, and Vertex AI. 🚀

💡 Whether you’re into articles, videos, reels, or podcasts — we want to collaborate!

🤩 Let’s team up!
Reach out for media partnership opportunities:
📧 buildwithai.upm@gmail.com

#BuildWithAI2025 #GDGUPM #GDGMMU #AI #Google",1
"CSRW was a blast💥! We are so grateful for all the energising conversations and to everyone who participated in our activities ❤️. 

And to all the new 🦸 Superheroes — Welcome, we're glad to have to have you with us!!!

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia #welcome #new #member",0
"Last month, we gathered to celebrate the spirit of Ramadan at Bertemu Ramadan, and we couldn’t be more grateful for everyone who joined us! Your presence made the event truly special. We hope everyone had a blessed Ramadan this year, filled with reflection, peace, and unity.

As we’re currently celebrating the joyous season of Raya, TAMU would like to wish you all a blessed and prosperous celebration filled with love, peace, and happiness. Selamat Hari Raya Aidilfitri, Maaf Zahir dan Batin! 🎇",0
"🎮🎨MMU GDC Game Jam😎🕹️

If you have seen our post yesterday then the announcement we have for you is that we are organising a game jam😁

This exciting opportunity is open to any uni students, regardless of whether you are in MMU or not. So don't be afraid to join if you are interested 😉. 

Below are the details of the event:
Team: 1 - 4 people
Engine: Open to any engines
Fee: Free/None
Mode: Physical @ MMU Cyberjaya
Date: 23rd-25th May

More details will be revealed later. If you have any questions then you can DM us here or ask in the comments😊",1
"🏠 Hostel Re-Application 2025 – Info Hub📝

Thank you to everyone who joined our briefing! Missed it or need a refresher? We’ve got you covered. Access everything you need in one place:

📘 Hostel Handbook
❓ FAQs
🎥 Briefing Recording

Just scan the QR codes on the poster to view them!

Make sure you’re all set for a smooth re-application process. All the best! 🌟

#mmuisyou #sccmmucyber #mmumalaysia

_”Striving for Community Cohesion”_

Regards
Students’ College Committee
Multimedia University (MMU)",0
"🏠 Hostel Re-Application 2025 – Info Hub📝

Thank you to everyone who joined our briefing! Missed it or need a refresher? We’ve got you covered. Access everything you need in one place:

📘 Hostel Handbook
❓ FAQs
🎥 Briefing Recording

Just scan the QR codes on the poster to view them!

Make sure you’re all set for a smooth re-application process. All the best! 🌟

#mmuisyou #sccmmucyber #mmumalaysia

”Striving for Community Cohesion”

Regards
Students’ College Committee
Multimedia University (MMU)",0
"Join us for another exciting gathering!! 🔥❤️‍🔥 This week we will be tackling the Bible verse where we got our theme from. So come join and have an exciting time with us!!!

📅 Date: 22th April (Tuesday)
🕐 Time: 7:30 PM
📍 Location: FAIE (FOE), CLBR 1023, level G",1
"Southeast Asia Division Contest of China International College Students' Innovation Competition (SEA-CICSIC) 2025 is now open for registration till 2 June, 2025. This competition offers an exciting opportunity for students across Southeast Asia to showcase their innovative ideas and projects, engage in knowledge exchange, and network with peers and industry leaders.

The China International College Students’ Innovation Competition (CICSIC) is a premier global event that unites university/college students worldwide to engage in innovation and entrepreneurship. The competition provides a platform for participants to showcase their ideas, collaborate and explore innovative solutions to address global challenges and advance sustainable development. Since its inception in 2015. The competition has successfully held ten consecutive sessions. In 2024, it attracted 20.8 million participants and 5.14 million projects from 5,406 universities across 153 countries and regions.

For more information on SEA-CICSIC 2025 visit our website: https://events.xmu.edu.my/seacicsic25/

To register for the competition visit: https://mys.pilcchina.org/home (link in bio)

Key Dates and Details:
· Registration starts: 25 April 2025
· Final Submission Deadline: 2 June 2025, 12 noon (Malaysian Time) (Deadline Extended)

Special Opportunities:
· Finalists will be awarded a fully sponsored trip to Xiamen University Malaysia to participate in the final competition.
· Win from a total prize pool of up to RM250,000
· Universities that achieve a certain number of registered projects will be guaranteed a slot in the final pitching round.

We look forward to your participation and can't wait to see your innovative ideas come to life!

To provide you with further insights into the competition and assist in your preparation we are hosting an exclusive online briefing on Microsoft Teams. We would be delighted to have you join us for this session.

Details of the Briefing:
· Date: 5 May 2025 (Monday)
· Time: 3:00PM (Malaysian Time)
· Platform: Microsoft Teams · Meeting Link: https://teams.microsoft.com/l/meetup-join/19%3ameeting_MDgwZTczYzUtMjAxOS00NTg5LWI5MTYtNmU2M2I3",1
"The Students’ College Committee (SCC) cordially invites all hostel residents to attend the Hostel Re-Application Briefing 2025.

Join us for a special session where we will walk you through everything you need to know — from important dates to the steps you’ll need to follow to complete your re-application smoothly.

📅 Date: 23rd April 2025 (Wednesday)
🕰️ Time: 8:45 PM – 9:30 PM
📍 Venue: Dapo Sahang (Hostel Canteen)

An online briefing room will also be available for those who are unable to attend physically. Simply scan the QR code provided to join online.

Don’t miss out on this important opportunity — let’s make sure you’re fully prepared for the next semester! 🌟

#mmuisyou #sccmmucyber #mmumalaysia

“Striving for Community Cohesion”

Regards,
Students’ College Committee
Multimedia University (Cyberjaya)",1
