alt,caption,dimensionsHeight,dimensionsWidth,displayUrl,locationId,location Name,owner Full Name,owner Username,timestamp
"Photo by Japanese Cultural Society MMU on April 20, 2025. May be an illustration of emu, poster and text that says 'SEMESTER GENERAL MEETING (SGM) GET tO JOIN us FOR OUR SEMESTER GENERAL MEETING! κλοω EVERYONE IN THE COMMUNITY AND Ay SOME GAMES WITH US! 23RD APRIL, 2025 (WEDNESDAY) VENUE FCI THEATRE (FCIV0001) 8:00PM 10:30P'.","The MMU Superheroes Annual General Meeting 2025 marked a meaningful close to one chapter and the beginning of another.
A heartfelt thank you to the previous term committee for your dedication, service, and unwavering spirit. Your efforts have laid a strong foundation for the year ahead.
To the newly appointed team, all the best as you take on the mantle. Here's to a term filled with impact, unity, and growth.

#SuperheroesAGM2025 #mmusuperheroes #LeadershipTransition #NewBeginnings #mmucyberjaya #mmumalaysia #2025 #agm",1350,1080,https://instagram.faga1-1.fna.fbcdn.net/v/t51.29350-15/491460813_1652729368693447_8405407426093129121_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.faga1-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGmXwfMyUWJIa-6JZpdTuUVH-YOZQGNBhI59fZPFQRGSecVrFtr8YPaS8czgefhzC8&_nc_ohc=4zL347pKqjAQ7kNvwEVX1UG&_nc_gid=TNp4AYu6m1OoreQs-WaE2A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfK6QcJ8z0fkJtc582I9lNOeEwqh3WCPpAeDDKcjJclbRg&oe=68273DFF&_nc_sid=10d13b,,,Japanese Cultural Society MMU,jcsmmu,2025-04-21T06:09:37.000Z
"Photo by Institusi Usrah MMU Cyberjaya on April 26, 2025. May be an image of 12 people, poster and text that says 'MMU' MULTIMEDIA UNI NIVERSITY Prayer PrayerRoom Room HB2 & HB3 NSTITUSI USRAH PERSATUAN PERSATUANAHASISWAISLAM MAHASISWA SLAM The true day of victory for Islam ? ? 已Ⅱ南 Salam 29 APRIL & 9APRIL&6MAY2025 MAY2025 MAY 2025 7-9PM Circe Food will Foodwilibe illbe be ! SCAN ME'.","CSRW is a wrap 🎉!! Thank yous all around to everyone who visited our booth and participated in the activities. 

To offer a quick recap of the event: check out these wonderful pictures 📸 taken by our fabulous 🥰 media team!

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia",1080,1080,https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/491515935_1747051489528416_8522473523966449984_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF2r4rtZ_SeNOmzTBFcolbNP7F2A32IrPAIxgqO0j1hJe3sAhFvQlBzJQFF1tR7tUA&_nc_ohc=19oBUioQo6kQ7kNvwGv-la6&_nc_gid=3xparKjMmmifOwPzAMgtDg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfK3H9aX3ZnxrGteU3ad_2CHwNwlsMi-GxJJO3WqNhEt-g&oe=68274848&_nc_sid=10d13b,,,Institusi Usrah MMU Cyberjaya,iucyber,2025-04-26T11:40:35.000Z
"Photo by EngSoc MMU Cyberjaya on May 09, 2025. May be an image of chow mein, fried rice, rice, cutlet, skewer, fritter and text that says '""OMMU MULTIMEDIA UNIVERSITY Crave It? We've Got It! A Taste for Every Craving! SHAWARMA TAKOYAKI FRIED RICE'.","With gratitude, we bid farewell to our 2024/2025 committee. Your hard work, passion, and perseverance have inspired us all. 💫

Congratulations to the incoming line-up! May your term be filled with success, collaboration, and meaningful change.
We look forward to seeing the legacy continue. 

#ThankYouLeaders #mmusuperheroes #mmucyberjaya #2025 #agm",1080,1080,https://instagram.fkhi28-1.fna.fbcdn.net/v/t51.2885-15/496539929_18038405093630956_4560846045647609089_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=instagram.fkhi28-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGyPFc5cHMuK5CXVwjPLKwKGTvNPBN_TMsypPwjgYi7159twKRl1OROx0BgoT9LIWQ&_nc_ohc=AZJ5Dymm8LQQ7kNvwFesx9K&_nc_gid=NpHZlu5WNraotpMf7wZs6Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ_SbsKdOaniBhfN3MXuLRYeOYrW_oWkgt8GFg13KwlWg&oe=682754B3&_nc_sid=10d13b,,,EngSoc MMU Cyberjaya,engsoc_mmucyb,2025-05-10T06:04:05.000Z
"Photo by Game Developers Club MMU on May 05, 2025. May be an image of text that says 'GMMU GDC PRIZESPODI POOL PRIZES FIRST PLACE TM M4000 1000 SECOND PLACE AM RMO00 800 THIRO PLACE AM 500 + TM TMGROUP. GROUP'.","An evening of reflection, appreciation, and renewed purpose.

To the outgoing team: thank you for your service.
To the incoming team: wishing you all the best as you lead with heart and courage.

Together, we work towards a stronger community. 💪🏼

#AGMHighlights #mmusuperheroes #mmucyberjaya #agm #2025",1350,1080,https://instagram.fmem1-1.fna.fbcdn.net/v/t51.2885-15/495187450_18071999791915517_81889695721468185_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fmem1-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QF-rclxCq-B_ddjpo298upE7BR9jCmoSkNQsqs-1-cbmrNsz-PkU3Q1tl-Ic9iBuAU&_nc_ohc=LqVCvB_dZnIQ7kNvwEz8N0D&_nc_gid=Z_mnuMlxjZE0hdqVEaaOKw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL9BuTqc0WX1ohIZb6knaPnip8k97eLM2dPzSZwfOnsjA&oe=68274B13&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-05T10:07:55.000Z
"Photo shared by TechGirls Club - MMU on April 24, 2025 tagging @iqiglobal, and @lifeatiqi_. May be an image of 2 people, poster, magazine and text that says 'MULT ULTINSDAAMIDEPSII TM GROUP ။ CIQI め лeиeTb лcиcиHиraHиHи PITCH PERFECT Elevate your pitch, boost your reach! APRIL 30 P PM 7.30 -10 FOM Theater No Fluff, Just Strategies: ContentStrategiesThat Content Strategies That Actually Work! JASMINE YAP DigitalMarketing Manager Juwai Sell Smarter, Not Harder: Real-World Sales Techniques That Work SANDRA TEO Head Ofic Γ Elite Team Global PRICE: FREE! 'cktyorc.fececertetrm'.",Love east asian dances? Don’t miss out! 😱 Join us for a fun dance session! See you there! 🫶,1350,1080,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/491512254_17964816824903724_3831583863186932800_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEo7-dwYQw4ZYDdsajYU6If1FcPhAxXyQUunt6pksmIJNz0YZTHoBYn6RAsHv9o4ZkhO2ODSAkcQbMX0gW0DB-l&_nc_ohc=GsfXqIW3SoIQ7kNvwGAl0lJ&_nc_gid=4-KsuHYB85LwyRmGy4qILQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLvs0o7xPa06gdw-w78ZisljaxBoaXEIq2PzcqoK8DylA&oe=682761B0&_nc_sid=10d13b,,,TechGirls Club - MMU,techgirls_mmu,2025-04-25T03:33:19.000Z
"Photo by Game Developers Club MMU on May 07, 2025. May be a graphic of poster, magazine and text that says 'GMMU GDC HA IS GAME.JAM? JAM? GAME GAME JAM IS AHEJRNISASHORTDAYEVENT. A SHORIE 3 DAY EVENI WHERE INDIVIDUALS OR TEAMS ARE IASKED TO CREAIE FROM A VIDEO GAME SCRAICH OR FREE ASSEI COPYRIGHT BASED ON THE THEME S FOCUSED GIVEN RAPID ON CREATIVIIY, DEVELOPHENI, AND IEAM WORKING TM GROUP'.",Get ready for this week's East Asia dance class! ⛩️ Register now and let’s dance together 💃,1348,1080,https://instagram.fxap4-1.fna.fbcdn.net/v/t51.2885-15/496211836_18072187453915517_1617990241258607745_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fxap4-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFph0UNawnorqSERDQiEQ7Pyq6aNhLzpNtwAXs1lUEROqTdC6YZu9kJCvEOM9e-iqg&_nc_ohc=00aUqk4SUJEQ7kNvwGRueUv&_nc_gid=yYubbXF4oYz7Jw_EAtdogA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLwyIb81XyuAiiiZ332TgtyijgFyZ6-jBBaZ5fXgUuSAg&oe=6827751D&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-07T12:18:30.000Z
"Photo by Game Developers Club MMU on May 01, 2025. May be a doodle of ‎poster and ‎text that says '‎, DIABNIVPAST ""MMU INT WIN UP to GDC ج RM 1000 ስነ ዞኑ ነን ሸነነ f ነነ ሸነነ MHTI GOIC GAME JAH 23-25 23- 25 may 2025 Follow us to stay updated! Hu - HIIII TM GROUP‎'‎‎.","If you like traditional culture then this is perfect for you 😱😱 We will be learning a traditional dance called inang, so don't be late ⏰ 😝",1350,1080,https://scontent-lga3-2.cdninstagram.com/v/t51.29350-15/495175678_1037163991810261_575093978774752532_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGW6UMsY4j9isTjypfMuv6jsiQ0F_5y-Gx1oH5YScOH8mBQePjN2RKs5UxiQd7koTlMeMFCVLI3drOXPla8GtzR&_nc_ohc=P3kSkyITZTMQ7kNvwEKvgGs&_nc_gid=L8UCSVjzecLGgmq8TKyBzQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLGiqovVcIWmv5yUopf9gdg15v56kjG4xvvjiTs8ZpZow&oe=682769B5&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-02T02:00:49.000Z
"Photo by Game Developers Club MMU on May 02, 2025. Puede ser un gráfico de ‎póster y ‎texto que dice ""‎6 GDC ር፡ዬዊ0 t4 O: ייים ਮਰ REGISIER NOW REGISIER VIA THE υτκος APP TMGROUP TM GROUP‎""‎‎.","CSRW was a blast💥! We are so grateful for all the energising conversations and to everyone who participated in our activities ❤️. 

And to all the new 🦸 Superheroes — Welcome, we're glad to have to have you with us!!!

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia #welcome #new #member",1350,1080,https://instagram.fmar6-1.fna.fbcdn.net/v/t51.2885-15/494786353_18071786431915517_6365527596585259348_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fmar6-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QH3A2YpgiU-ZUKAALd4OgCg8VvK1HAOgVwm4mqSDnteyKN0mSKQgTKTl1lYpJDITn0&_nc_ohc=QSMT8IlVJ1oQ7kNvwHMWqu4&_nc_gid=uaS_ChIi5cmsOdXwY4_Wdg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLtfmOSOfdMyoSdsTWtaoiaNYoBAzb6B6NGjB2dwaybFQ&oe=68273FCA&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-03T04:22:14.000Z
"Photo by Game Developers Club MMU on May 04, 2025. May be a doodle of poster, magazine and text that says 'GMMU GDC F FA4 HOW AH PEOPLE CAbl - HAUE IN INMY MY IEAM CAH HAVE Up TEAM! IO 4 PEOPLE CAN Ε4E IF GDC STUDENI? AM HOT A MMU OR OF COURSE! MMU GDC GAME JAM IS OPEN FOR UNIVERSITY STUDENIS ACROSS MALAYSIA WILL ACCOMODATION BE PROVIDED? -WE WILL PROVIDE SLEEPING AREAS FOR BOTH FEMALE AHD MALE. DO BRING YOUR OWに SLEEPING BAGS BLANKEIS/ PILLOWS του! TM GROUP'.","Another week, another dance class! 🌟 This time we’re diving into East Asian dances! Our instructors will take you step-by-step through the routine! 🪩",1350,1080,https://instagram.flas1-2.fna.fbcdn.net/v/t51.2885-15/495658221_18071933005915517_4162007961990114990_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFRHYI82rDe3EtNYhQrbji2UvR_DRDr8E5spp44XGffGeMNxqFudCHxlMS8AWFX8qGMsnxnDV170UczOpeoUd7Z&_nc_ohc=ZLs6VHOt5ScQ7kNvwExNdEa&_nc_gid=kck0LbhE4G1m29eBsCHI5A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLP-hyFCVA_qqi-Z5gG5O40CTpxwMxJi6MV2qWW3iX2WA&oe=682740CF&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-04T15:48:58.000Z
"Photo by MMU Superheroes on May 11, 2025. May be an image of magazine, poster and text that says 'SUPERI SLPERHCROES IPERHEROES IEROES L GENERALN Term24/25 Term 24/25'.","✨ Thank You, EY! ✨

A huge thank you to Ernst & Young (EY) for hosting us during an incredible industrial visit on 24th January 2025! 🏢💼

We truly appreciated the opportunity to explore EY’s dynamic work environment, gain insights into the industry, and learn from professionals who are shaping the future of accounting and finance.

Your warm hospitality and valuable sharing have inspired us and broadened our perspective on the real-world applications of our studies. We’re grateful for this unforgettable experience!

Here’s to more learning, growth, and meaningful connections ahead. 💛

#CAC #MMUCyberjaya #CyberjayaAccountingClub #StewardshipTowardsExcellence #EYMalaysia",1080,1080,https://scontent-otp1-1.cdninstagram.com/v/t51.2885-15/497521581_18063582533483729_7844684942281211276_n.webp?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-otp1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QF99H9MRjEmV7U9qTJfGg8BCnK2XIk88O-nAD1E3b7GWyl8hRrgMgkHvH1cFIPo78Y&_nc_ohc=UxYjaF8QCKUQ7kNvwF1UhTX&_nc_gid=j_F3dc4wimbeOrbjMA90FA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfK5_5LW552t5nmrU63sP6k58lliTMZn9j3gUCQvZFQNeA&oe=68276023&_nc_sid=10d13b,234736513,MMU Cyberjaya,MMU Superheroes,mmusuperheroes,2025-05-11T18:20:02.000Z
"Photo by MMU Superheroes on April 23, 2025. Peut être une image de 3 personnes, nycticèbe, affiche et texte qui dit ’MULT WULTIMEDIAUNIVERSITY TIMEDIAUNIVE DIA UNIVERSITY LTIMEDIA ΣA & DO THANKS TPHANIKS CSR FO 女 HANDPRINT RINT WILDUEE’.","BLOCK is back, baby!! 😱🤯 And it’s bringing the same chaos that we all know and love — skits, improvs, games, and glorious nonsense! 

TAMU members only, so scan that QR (or go to our linktree in our bio) to RSVP, dress comfy, and brace yourself for a night of unfiltered fun (and maybe a little accidental spotlight). Limited limited seats so act fast 🫨

📣DETAILS📣
Date : 13th May 2025
Time : 8PM-12AM
Venue : CLBR1022 @ FAIE Building

DM for further enquiries!",1080,1080,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/491577091_18061793402483729_1551360688141874342_n.webp?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFCqLj36QW5h69L39N8gT3Cf--zgu1-JH4pPX23LN9EjRkgqFiE1jZcq2eMK2YEDg0h5zlHdn3UuC1Kv4PRiGc8&_nc_ohc=9NU00S50EMUQ7kNvwH4R2b2&_nc_gid=7odMBpBBxq5nehRUUIen4Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJlX4ipped22xx_MCiuUCf4xNGN7f2Ag44cdRxg_ji_CA&oe=68276E75&_nc_sid=10d13b,234736513,MMU Cyberjaya,MMU Superheroes,mmusuperheroes,2025-04-24T06:56:54.000Z
"Photo by MMU Superheroes on May 11, 2025. May be a graphic of poster, magazine and text that says '' MULTIMEDIA ULIVEDIAUNIVERSIT EB UNIVERSITY EBS ANNU'.","Last month, we gathered to celebrate the spirit of Ramadan at Bertemu Ramadan, and we couldn’t be more grateful for everyone who joined us! Your presence made the event truly special. We hope everyone had a blessed Ramadan this year, filled with reflection, peace, and unity.

As we’re currently celebrating the joyous season of Raya, TAMU would like to wish you all a blessed and prosperous celebration filled with love, peace, and happiness. Selamat Hari Raya Aidilfitri, Maaf Zahir dan Batin! 🎇",1080,1080,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/497178294_18063583169483729_1642348951277203448_n.webp?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEBg6xIIATSzKUsZYKm2xfUEWW5CKpaP7s4kBWUj_mC2haMXVI2iF5wslfBKSPM4rE&_nc_ohc=poWG03jvhpoQ7kNvwHAgacp&_nc_gid=R95Rrjk8gksBguJ0te3-1A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJpHemGlFxD8YBEXje7E2wC7h2MwBSuQvJ90OvuzUaLSg&oe=68276A6C&_nc_sid=10d13b,234736513,MMU Cyberjaya,MMU Superheroes,mmusuperheroes,2025-05-11T18:23:33.000Z
"Photo by MMU Superheroes on May 11, 2025. May be an image of text that says 'SUPERHEROES FETING TM GROUP'.","Want to stand out in the job market? Unsure how to craft the perfect CV?📄✨ Join our CV Workshop and learn how to create a professional, well-structured CV that grabs recruiters' attention. This workshop will be conducted in collaboration with BDO Malaysia, where industry professionals will share expert insights on CV writing, what employers look for and how to make your application stand out.

What’s in Store? 🌟 

📝 Understanding CV Components
❌ Dos & Don'ts of CV Writing
🔍 Live CV Reviews

📆 Date: 9 April 2025 (Wednesday)
🕠 Time: 3:00 PM – 5:00 PM
💻 Venue: Microsoft Teams (Online)
🎤 Speakers: Industry professionals from BDO
💵 Participation Fee: FREE

💡 Bonus: The Top 3 Best CVs will receive exclusive rewards! 🏆

Don’t miss this opportunity to refine your CV and boost your career prospects. Register now and take the first step toward your dream job! 🚀",1080,1080,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/497211891_18063582206483729_3426689009364117750_n.webp?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFGbq3HXPT-bmoxB-iTD5X4XhdR7Mn5VKS8UZ5s572bnrXBt6WI4DsnLdjye4FDX5lG_GwabTX6UCU7xx2NUfXR&_nc_ohc=JrxTaMDa8wUQ7kNvwHut1Pt&_nc_gid=GrDavsNTDb5gZ06VPxGThw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLUddLpr9zjZIKpYezofboI7IbWB4eQY_Q-bBNnHc7_Fg&oe=6827547B&_nc_sid=10d13b,234736513,MMU Cyberjaya,MMU Superheroes,mmusuperheroes,2025-05-11T18:15:22.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be an image of poster, magazine and text.","🌱 Join Us for the Eco-Accounting Panel Talk! 🌱
Get ready to explore how sustainability is reshaping the accounting world with insights from industry professionals and experts from ACCA!

🎤 Don’t miss this golden opportunity to learn how ethical financial practices can drive long-term impact whether you’re an aspiring accountant or just curious about the future of finance.

📅 Date: 7 May 2025 (Wednesday)
🕒 Time: 1:45 PM – 4:00 PM
🏢 Location: FOE Classroom (CLCR 3045)
💸 Fee: RM5 (Refundable upon attendance)
🍱 Food is provided

✨ What you’ll gain:
✅ Real-world insights from expert panelists
✅ Knowledge on sustainability in finance
✅ Networking opportunities

Slots are limited, so make sure to secure your spot ASAP!",1350,1080,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/495357083_18075679744837064_6734063980224293150_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEhoNis4D8RJGo-FxXnPY-q8rIfkgYoUyyHnphRRQq_tRDlNrL4INqWHwMAq1HjNydehbuGKIKeGNdiMjXs8C33&_nc_ohc=XmDomy1ea74Q7kNvwFkg0XA&_nc_gid=xMRF_HS7BF8mKYmJ2x6JMA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLhf0D5a7rbRDX0VLuD_pUnoUnJD6E4rCtoE9gs-MVDhQ&oe=6827434F&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:27:56.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be a graphic of poster, magazine, calendar and text that says 'ammy MUITIMEOI UITINEDIATRIVERSIET woratarzenebee RIVERSPE RenTak Rak Tak Ren Dance Club Details DATE DATE:7MAY 2025 TIME: IME:8PM 8PM 10PM PLACE:FOM PL FOM ATRIUM M SONG: IS THIS SONG:ISTHISL.OVE(XG) LOVE (XG) NONCLUBMEMBER: RM5.00 CLUBMEMBER: RM3.00 TM TMGROUP TMGROUF GROUP'.","📢📣 Don’t miss this Technical Talk by Prof. Emeritus Dr. Tharek Abd Rahman (FAIE Adjunct Professor):
“5G Technology Towards Implementation in Malaysia” 🇲🇾

🗓️ Date: 14th May 2025 (Wednesday)
🕤 Time: 9:30 AM – 11:30 AM (Refreshments provided after the session)
📍 Venue: NMES Lab, FAIE, Multimedia University (MMU), Cyberjaya
🎟️ Admission is FREE
🔗 Register by 11:59PM, 11th May 2025

📱 Talk Overview:
In Part 1, discover the evolution of mobile networks from 1G to 5G, with a deep dive into spectrum usage, architecture, and the game-changing benefits 5G offers across industries—like ultra-low latency and massive connectivity.

In Part 2, learn about the key initiatives accelerating 5G deployment in Malaysia. From tackling infrastructure and cost challenges to fostering digital inclusion, this talk highlights how public-private partnerships are shaping Malaysia’s digital future.

🎤 About the Speaker:
Prof. Tharek is a pioneer in wireless communications with over 500 published papers. He’s a Fellow of the Academy of Sciences Malaysia (FASc), MCMC Advisor, and played a major role in 3G and 5G development locally and internationally, including collaborations with Japan’s 5G MF and Korea’s 5G Forum.

#MMU #FAIE #IEEE #5GMalaysia #TechnicalTalk #WirelessTech #CyberjayaEvents #TelecomFuture #EngineeringTalk #FreeEvent #DigitalMalaysia",1350,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/495444473_18075679936837064_1367681001976842830_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEDhyL7txFIkCYGPIVyVa2lmWQ3dTZf-FU90YOMSANuQfpNoLmfN-k9mjc2J9diiUM&_nc_ohc=DPitZGKSkdMQ7kNvwHF-Vwu&_nc_gid=khHQFCi9tT4IhvfZcJIj7g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIycQikstcyThOArrrYDT-LLD2UQte4kICJCreJfPS6hw&oe=68275A58&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:31:38.000Z
"Photo by RenTak Dance Club, Multimedia University on April 28, 2025. May be a graphic of poster, calendar, magazine and text that says 'Ren Renlak Tak Dance Club Details DATE: 30 April April2025 2025 8pm TIME: 10pm PLACE: FOM FOMAtrium Atrium SONG: Seringgit Dua Kupang (OST Badang 1962) Inang NONCLUBMEMBER: RM5.00 CLUBMEMBER: RM3.00 TM GROUP'.","🚨 Attention Future Engineers!

You're invited to the Annual General Meeting (AGM) of the IEEE MMU Power & Energy Society Student Branch Chapter (PES SBC)!

📍 CLCR3045, Faculty of Artificial Intelligence and Engineering (FAIE)
🗓 02 May 2025 (Friday)
⏰  8:00 PM – 9:30 PM

This is your chance to:
🔹 Reflect on our achievements and activities
🔹 Register as a member of IEEE PES MMU
🔹 Nominate yourself for a leadership role and help drive the chapter forward!

🗳 Open Positions:

- Chair

- Vice Chair

- Secretary

- Treasurer

Whether you're ready to lead the team or just want to vote and support, your presence matters.

Scan the QR or click the link to register for voting or nominate yourself. 

Link: https://forms.gle/MKNwFinTnZFPxEcw6

Let’s shape the future of power and energy together!",1350,1080,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/491423782_18075039004837064_7938027335828598897_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGuATuOc5pTm4yzHzOIckYF-d9CfMX7hr9KH377xkhNDlUgMvMSrXvei_qxoRiRcpBZzCS1_PBZ3VPyAxrNASDq&_nc_ohc=rv7KT8d-orcQ7kNvwFTbakK&_nc_gid=UoCN-jAFMNm7r5FE5_WT1A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLUdAS_Ca9_UFszRZR_2EU7V4TBkw-KitAijgdaU0z3dw&oe=6827482E&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-04-29T04:12:16.000Z
,"🔌✨ Ever wondered what’s Arduino is all about?
Whether you’re a total beginner or just curious, this is your gateway into the world of embedded electronics and creative coding! 💡🤖

🌟 What you’ll learn:
✅ What is Arduino
✅ Anatomy of an Arduino board
✅ Why it’s worth learning
✅ How to get started
✅ Fun project ideas to try

Start your Arduino journey today. It’s easier and much more fun than you think! 🚀

💬 If you found this helpful? Like & Share it with your friends!
🔔 Don’t forget to follow IEEE MMU SB for more hands on tech guides and scientific content every month! 

#arduino #stem #engineering #infographics",854,480,https://scontent-mnl1-2.cdninstagram.com/v/t51.2885-15/496819056_18063513995483729_30686658127239397_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mnl1-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFVKObWjzSnWXtypuCpxeKDODy_5ZrGkZupwNwNifO5I8MfggHoGlBX4MXQtw0Skwc&_nc_ohc=_247BSXjrssQ7kNvwGXHm2n&_nc_gid=CXmjGTVxhH3fuTA2TFV0nQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKPrMcD8a9qzjxxJvRX6oCXPJslPju8DedWPF0Aom1zFg&oe=68276FE4&_nc_sid=10d13b,234736513,MMU Cyberjaya,MMU Superheroes,mmusuperheroes,2025-04-24T06:50:49.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be an image of 3 people, people dancing, poster and text that says 'U.TINEDLAUNIPESITT Renjak ak Ren Dance Club Weekly Dance Classes Иn EAST ASIA Aliq, Yasira & Joyce. TMGROUP TM GROUP'.","Ready to unlock the secrets of AI?
From its sci-fi beginnings to the tools shaping our future — this is your first step into the world of Artificial Intelligence!

Join us for an exciting session with Assoc. Prof. Dr. Tan Wooi Haw as we break down AI, Machine Learning, Deep Learning & all the buzzwords you’ve heard but never really understood.

Date: 9 May
Time: 3pm - 4pm
Platform: MS Teams

Swipe into the future — don’t miss it!
#AI #ArtificialIntelligence #MMU #IEEE #TechTalk #MachineLearning #deeplearningart",1350,1080,https://scontent-mba2-1.cdninstagram.com/v/t51.2885-15/495710873_18075679870837064_825759802267619234_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mba2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFN_TWHDoF8wNOWjCKQZG6Epufq6zUDqtvZSud195_rwamjZcmCjX62HGdScUYP-Pk&_nc_ohc=G9wPqEZINlwQ7kNvwFrpxY9&_nc_gid=vPyo4X7m7kqrFJeatmkefA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI1bx68WFEdpk0RSERqGS31tm_glSsWYi7qW2TqGXexoQ&oe=68277152&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:30:49.000Z
